"id","luz","horas_luz","temperatura","humedad","humedad_suelo","nivel_id","fecha","etiqueta"
"8768","13369.6","13.06","21.97","74","665","1","2021-11-19 07:26:32","19"
"8769","12440.8","11.17","21.86","74","662.5","1","2021-11-19 07:26:37","8"
"8770","13210.1","1.86","21.86","74","665.5","1","2021-11-19 07:26:43","8"
"8771","13289.6","15.21","21.88","75","666","1","2021-11-19 07:26:48","19"
"8772","13131.1","1.65","21.97","74","665.5","1","2021-11-19 07:26:54","8"
"8773","13131.1","2.37","21.99","75","659","1","2021-11-19 07:26:59","8"
"8774","13210.1","14.22","21.99","75","665.5","1","2021-11-19 07:27:04","19"
"8775","13289.6","4.55","21.99","75","665.5","1","2021-11-19 07:27:10","8"
"8776","12974.4","15.32","21.99","75","667","1","2021-11-19 07:27:15","19"
"8777","13131.1","6.83","21.88","75","667","1","2021-11-19 07:27:21","8"
"8778","13052.5","14.93","21.88","75","667","1","2021-11-19 07:27:26","19"
"8779","12743","2.65","22.08","74","661","1","2021-11-19 07:27:31","14"
"8780","13289.6","5.66","21.97","74","665.5","1","2021-11-19 07:27:37","8"
"8781","13210.1","12.96","22.1","75","665.5","1","2021-11-19 07:27:42","17"
"8782","13289.6","1.58","21.97","74","666.5","1","2021-11-19 07:27:48","8"
"8783","13210.1","19","21.99","75","660.5","1","2021-11-19 07:27:53","19"
"8784","13369.6","10.17","21.97","74","667","1","2021-11-19 07:27:59","8"
"8785","13131.1","16.51","22.1","75","666","1","2021-11-19 07:28:04","17"
"8786","13289.6","14.74","21.99","75","665.5","1","2021-11-19 07:28:09","19"
"8787","13289.6","17.32","21.97","74","660","1","2021-11-19 07:28:15","19"
"8788","13210.1","10.09","21.99","75","666.5","1","2021-11-19 07:28:20","8"
"8789","13131.1","7.48","21.97","74","667","1","2021-11-19 07:28:26","8"
"8790","12974.4","1.17","21.97","74","668","1","2021-11-19 07:28:31","8"
"8791","12896.8","16.06","22.1","75","662","1","2021-11-19 07:28:37","17"
"8792","13052.5","6.81","21.97","74","668","1","2021-11-19 07:28:42","8"
"8793","13210.1","15.9","21.99","75","667.5","1","2021-11-19 07:28:47","19"
"8794","13289.6","14.75","21.86","74","667","1","2021-11-19 07:28:53","19"
"8795","11716.3","17.11","21.86","74","659","1","2021-11-19 07:28:58","19"
"8796","14111.4","13.68","21.88","75","665.5","1","2021-11-19 07:29:04","19"
"8797","12974.4","8.08","22.08","74","665.5","1","2021-11-19 07:29:09","14"
"8798","13131.1","11.32","21.99","75","667.5","1","2021-11-19 07:29:14","8"
"8799","13052.5","17.63","21.97","74","662","1","2021-11-19 07:29:20","19"
"8800","13289.6","12.9","21.99","75","668","1","2021-11-19 07:29:25","19"
"8801","13210.1","14.3","21.97","74","667","1","2021-11-19 07:29:31","19"
"8802","14027","16.12","21.99","75","666.5","1","2021-11-19 07:29:36","19"
"8803","13131.1","15.31","21.86","74","666","1","2021-11-19 07:29:42","19"
"8804","13052.5","16.05","21.97","74","666.5","1","2021-11-19 07:29:47","19"
"8805","13052.5","13.05","21.86","74","665.5","1","2021-11-19 07:29:52","19"
"8806","13289.6","14.87","21.88","75","667.5","1","2021-11-19 07:29:58","19"
"8807","13210.1","3.57","21.97","74","669","1","2021-11-19 07:30:03","8"
"8808","13694.3","5.64","21.97","74","670","1","2021-11-19 07:30:09","8"
"8809","12743","8.59","21.97","74","671","1","2021-11-19 07:30:14","8"
"8810","13369.6","8.18","21.86","74","669","1","2021-11-19 07:30:19","8"
"8811","13289.6","14.8","21.86","74","668.5","1","2021-11-19 07:30:25","19"
"8812","13289.6","14.73","21.86","74","668","1","2021-11-19 07:30:30","19"
"8813","13210.1","5.59","21.97","74","668.5","1","2021-11-19 07:30:36","8"
"8814","13210.1","9.1","21.86","74","669.5","1","2021-11-19 07:30:41","8"
"8815","12515.7","17.28","21.97","74","671","1","2021-11-19 07:30:47","19"
"8816","14196.3","6.59","21.97","74","670","1","2021-11-19 07:30:52","8"
"8817","13289.6","16.08","21.97","74","670","1","2021-11-19 07:30:57","19"
"8818","13210.1","12.09","21.97","74","668.5","1","2021-11-19 07:31:03","19"
"8819","13210.1","18.98","21.97","74","669.5","1","2021-11-19 07:31:08","19"
"8820","13210.1","17.6","21.86","74","670","1","2021-11-19 07:31:14","19"
"8821","13289.6","11.32","21.86","74","669.5","1","2021-11-19 07:31:19","8"
"8822","13289.6","13.17","21.97","74","670","1","2021-11-19 07:31:24","19"
"8823","13210.1","9.89","21.97","74","669.5","1","2021-11-19 07:31:30","8"
"8824","13210.1","10.87","21.97","74","669.5","1","2021-11-19 07:31:35","8"
"8825","13210.1","5.41","21.97","74","669.5","1","2021-11-19 07:31:41","8"
"8826","13131.1","9.55","21.86","74","670.5","1","2021-11-19 07:31:46","8"
"8827","12974.4","10.17","21.86","74","671","1","2021-11-19 07:31:52","8"
"8828","13131.1","4.42","21.97","74","671","1","2021-11-19 07:31:57","8"
"8829","13289.6","9.16","21.97","74","670.5","1","2021-11-19 07:32:02","8"
"8830","12974.4","16.3","21.97","74","669","1","2021-11-19 07:32:08","19"
"8831","12974.4","15.44","21.86","74","669","1","2021-11-19 07:32:13","19"
"8832","13210.1","9.26","21.97","74","670.5","1","2021-11-19 07:32:19","8"
"8833","13210.1","16.78","21.97","74","670.5","1","2021-11-19 07:32:24","19"
"8834","13289.6","2.18","21.86","74","671.5","1","2021-11-19 07:32:29","8"
"8835","12819.7","12.94","21.97","74","673","1","2021-11-19 07:32:35","19"
"8836","13052.5","17.2","21.97","74","667","1","2021-11-19 07:32:40","19"
"8837","13210.1","2.9","22.08","74","670.5","1","2021-11-19 07:32:46","14"
"8838","12366.4","16.3","21.97","74","669.5","1","2021-11-19 07:32:51","19"
"8839","13369.6","9.82","21.86","74","671.5","1","2021-11-19 07:32:57","8"
"8840","13210.1","1.29","22.08","74","671.5","1","2021-11-19 07:33:02","14"
"8841","13131.1","8.98","21.97","74","673","1","2021-11-19 07:33:07","8"
"8842","12974.4","16.02","21.97","74","667.5","1","2021-11-19 07:33:13","19"
"8843","13289.6","14.22","21.86","74","672.5","1","2021-11-19 07:33:18","19"
"8844","13289.6","16.16","21.86","74","672","1","2021-11-19 07:33:24","19"
"8845","12974.4","1.94","21.97","74","673","1","2021-11-19 07:33:29","8"
"8846","13210.1","5.19","21.97","74","672.5","1","2021-11-19 07:33:34","8"
"8847","13210.1","17.81","21.97","74","669.5","1","2021-11-19 07:33:40","19"
"8848","13289.6","8.44","21.83","73","664.5","1","2021-11-19 07:33:45","8"
"8849","13131.1","10.22","21.97","74","670.5","1","2021-11-19 07:33:51","8"
"8850","13210.1","14.55","21.53","74","670.5","1","2021-11-19 07:33:56","19"
"8851","13131.1","5.86","21.83","73","670","1","2021-11-19 07:34:02","8"
"8852","13210.1","14.36","21.94","73","670.5","1","2021-11-19 07:34:07","19"
"8853","13289.6","5.66","21.97","74","671","1","2021-11-19 07:34:12","8"
"8854","13210.1","18.98","21.97","74","665","1","2021-11-19 07:34:18","19"
"8855","13289.6","2.84","21.86","74","671","1","2021-11-19 07:34:23","8"
"8856","12819.7","11.67","22.08","74","669.5","1","2021-11-19 07:34:29","14"
"8857","14281.7","15.4","21.97","74","671.5","1","2021-11-19 07:34:34","19"
"8858","13369.6","5.26","21.86","74","672","1","2021-11-19 07:34:39","8"
"8859","12366.4","13.23","21.97","74","673.5","1","2021-11-19 07:34:45","19"
"8860","13131.1","7.07","21.97","74","667","1","2021-11-19 07:34:50","8"
"8861","13131.1","14.12","21.99","75","672","1","2021-11-19 07:34:56","19"
"8862","14196.3","16.7","21.86","74","664.5","1","2021-11-19 07:35:01","19"
"8863","13289.6","15.08","21.86","74","665.5","1","2021-11-19 07:35:07","19"
"8864","13131.1","11.12","21.86","74","664.5","1","2021-11-19 07:35:12","8"
"8865","13210.1","18.76","21.86","74","672","1","2021-11-19 07:35:17","19"
"8866","14196.3","10.05","21.99","75","672","1","2021-11-19 07:35:23","8"
"8867","14196.3","7.47","21.94","73","672.5","1","2021-11-19 07:35:28","8"
"8868","12218.9","7.84","21.97","74","673.5","1","2021-11-19 07:35:34","8"
"8869","13052.5","2.54","21.86","74","673.5","1","2021-11-19 07:35:39","8"
"8870","13289.6","14.34","21.97","74","672","1","2021-11-19 07:35:44","19"
"8871","12974.4","16.5","21.97","74","664","1","2021-11-19 07:35:50","19"
"8872","13131.1","14.68","22.08","74","671","1","2021-11-19 07:35:55","17"
"8873","14111.4","14.27","21.97","74","671.5","1","2021-11-19 07:36:01","19"
"8874","13210.1","17.16","21.97","74","672","1","2021-11-19 07:36:06","19"
"8875","13289.6","12.32","21.97","74","672.5","1","2021-11-19 07:36:12","19"
"8876","13131.1","14.88","21.97","74","673.5","1","2021-11-19 07:36:17","19"
"8877","13210.1","7.71","21.86","74","672","1","2021-11-19 07:36:22","8"
"8878","13210.1","2.34","21.86","74","672","1","2021-11-19 07:36:28","8"
"8879","14111.4","18.11","21.86","74","671","1","2021-11-19 07:36:33","19"
"8880","13210.1","14.04","21.97","74","672.5","1","2021-11-19 07:36:39","19"
"8881","13289.6","14.28","21.94","73","672.5","1","2021-11-19 07:36:44","19"
"8882","13369.6","2.85","21.86","74","673","1","2021-11-19 07:36:50","8"
"8883","13289.6","12.86","21.86","74","673","1","2021-11-19 07:36:55","19"
"8884","13289.6","14.63","21.97","74","673","1","2021-11-19 07:37:00","19"
"8885","13210.1","15.21","21.97","74","673","1","2021-11-19 07:37:06","19"
"8886","13210.1","14.71","21.97","74","672.5","1","2021-11-19 07:37:11","19"
"8887","13052.5","1.99","21.86","74","672","1","2021-11-19 07:37:17","8"
"8888","12440.8","12.44","21.86","74","671.5","1","2021-11-19 07:37:22","19"
"8889","12974.4","17.7","21.97","74","671.5","1","2021-11-19 07:37:27","19"
"8890","13289.6","13.75","21.97","74","672.5","1","2021-11-19 07:37:33","19"
"8891","13210.1","2.23","21.97","74","672.5","1","2021-11-19 07:37:38","8"
"8892","12743","11.53","21.86","74","671.5","1","2021-11-19 07:37:44","8"
"8893","12366.4","10.53","21.86","74","671.5","1","2021-11-19 07:37:49","8"
"8894","13131.1","3.7","21.86","74","672","1","2021-11-19 07:37:55","8"
"8895","13289.6","8.3","21.94","73","672.5","1","2021-11-19 07:38:00","8"
"8896","12819.7","14.14","21.94","73","676","1","2021-11-19 07:38:05","19"
"8897","13052.5","11.13","21.97","74","676","1","2021-11-19 07:38:11","8"
"8898","13210.1","0.66","21.97","74","673.5","1","2021-11-19 07:38:16","8"
"8899","12440.8","9.59","21.97","74","666","1","2021-11-19 07:38:22","8"
"8900","13131.1","2.79","21.97","74","672","1","2021-11-19 07:38:27","8"
"8901","13289.6","14.67","21.97","74","674","1","2021-11-19 07:38:32","19"
"8902","12974.4","13.96","21.97","74","676","1","2021-11-19 07:38:38","19"
"8903","12974.4","15.58","21.97","74","676","1","2021-11-19 07:38:43","19"
"8904","13289.6","14.4","21.97","74","674","1","2021-11-19 07:38:49","19"
"8905","14196.3","16.35","21.97","74","666.5","1","2021-11-19 07:38:54","19"
"8906","13943","18.53","21.97","74","664.5","1","2021-11-19 07:39:00","19"
"8907","14281.7","13.85","21.97","74","666.5","1","2021-11-19 07:39:05","19"
"8908","13210.1","6.06","21.97","74","673.5","1","2021-11-19 07:39:10","8"
"8909","13210.1","4.1","21.42","74","674","1","2021-11-19 07:39:16","8"
"8910","13210.1","11.07","21.97","74","675","1","2021-11-19 07:39:21","8"
"8911","13369.6","16.35","21.83","73","667.5","1","2021-11-19 07:39:27","19"
"8912","14196.3","15.56","21.64","74","673","1","2021-11-19 07:39:32","19"
"8913","13210.1","17.4","21.97","74","675","1","2021-11-19 07:39:37","19"
"8914","14281.7","17.17","22.05","73","667","1","2021-11-19 07:39:43","17"
"8915","12292.4","15.5","21.94","73","676.5","1","2021-11-19 07:39:48","19"
"8916","14196.3","1.18","22.05","73","675","1","2021-11-19 07:39:54","14"
"8917","13369.6","12.08","22.05","73","675","1","2021-11-19 07:39:59","17"
"8918","13052.5","13.56","22.05","73","673","1","2021-11-19 07:40:05","17"
"8919","13210.1","15.33","22.03","72","667","1","2021-11-19 07:40:10","17"
"8920","13289.6","13.24","22.03","72","675.5","1","2021-11-19 07:40:15","17"
"8921","13131.1","7.54","22.16","73","676.5","1","2021-11-19 07:40:21","14"
"8922","13052.5","16.08","22.03","72","673","1","2021-11-19 07:40:26","17"
"8923","13131.1","7.43","22.03","72","675.5","1","2021-11-19 07:40:32","14"
"8924","12819.7","16.37","22","71","677","1","2021-11-19 07:40:37","19"
"8925","13210.1","15.33","22.03","72","675","1","2021-11-19 07:40:42","17"
"8926","13289.6","0.81","22.03","72","676.5","1","2021-11-19 07:40:48","14"
"8927","13210.1","12.44","22.03","72","675","1","2021-11-19 07:40:53","17"
"8928","13052.5","15.44","22.03","72","677","1","2021-11-19 07:40:59","17"
"8929","13210.1","15.25","22.03","72","676","1","2021-11-19 07:41:04","17"
"8930","13052.5","15.3","22.03","72","673","1","2021-11-19 07:41:10","17"
"8931","13289.6","12.21","22.03","72","675.5","1","2021-11-19 07:41:15","17"
"8932","13210.1","3.32","22.03","72","676.5","1","2021-11-19 07:41:20","14"
"8933","12366.4","17.06","21.92","72","674","1","2021-11-19 07:41:26","19"
"8934","14111.4","9.72","22.03","72","674.5","1","2021-11-19 07:41:31","14"
"8935","13289.6","16.88","22.03","72","676","1","2021-11-19 07:41:37","17"
"8936","13131.1","11.62","22.05","73","677","1","2021-11-19 07:41:42","14"
"8937","13289.6","3.34","22.03","72","675","1","2021-11-19 07:41:47","14"
"8938","13289.6","5.48","22.03","72","675.5","1","2021-11-19 07:41:53","14"
"8939","12743","13.21","22.03","72","674","1","2021-11-19 07:41:58","17"
"8940","13289.6","4.81","21.92","72","676.5","1","2021-11-19 07:42:04","8"
"8941","12819.7","15.2","22.19","74","677","1","2021-11-19 07:42:09","17"
"8942","13210.1","5.14","21.94","73","677","1","2021-11-19 07:42:15","8"
"8943","13289.6","18.54","22.03","72","675.5","1","2021-11-19 07:42:20","17"
"8944","13052.5","12.91","22.16","73","674","1","2021-11-19 07:42:25","17"
"8945","13052.5","13.06","22.03","72","674.5","1","2021-11-19 07:42:31","17"
"8946","13131.1","6.51","21.94","73","675","1","2021-11-19 07:42:36","8"
"8947","13131.1","10.4","22.03","72","675","1","2021-11-19 07:42:42","14"
"8948","13210.1","15.67","21.94","73","675.5","1","2021-11-19 07:42:47","19"
"8949","13450","12.83","22.16","73","670","1","2021-11-19 07:42:52","17"
"8950","12515.7","9.7","21.94","73","677.5","1","2021-11-19 07:42:58","8"
"8951","13210.1","5.64","22.03","72","676.5","1","2021-11-19 07:43:03","14"
"8952","12515.7","12.41","22.03","72","674.5","1","2021-11-19 07:43:09","17"
"8953","13131.1","10.72","21.92","72","674","1","2021-11-19 07:43:14","8"
"8954","13289.6","13.19","22.05","73","675.5","1","2021-11-19 07:43:20","17"
"8955","12974.4","5.32","21.94","73","677","1","2021-11-19 07:43:25","8"
"8956","13210.1","14.35","22.05","73","676","1","2021-11-19 07:43:30","17"
"8957","13210.1","3.65","21.94","73","675.5","1","2021-11-19 07:43:36","8"
"8958","13210.1","18.43","22.05","73","670","1","2021-11-19 07:43:41","17"
"8959","12974.4","13.63","22.05","73","677","1","2021-11-19 07:43:47","17"
"8960","13131.1","3.39","22.05","73","677","1","2021-11-19 07:43:52","14"
"8961","13052.5","7.46","22.05","73","677","1","2021-11-19 07:43:57","14"
"8962","13210.1","13.1","22.05","73","675.5","1","2021-11-19 07:44:03","17"
"8963","13289.6","3.75","21.94","73","675.5","1","2021-11-19 07:44:08","8"
"8964","12819.7","6.85","21.94","73","668","1","2021-11-19 07:44:14","8"
"8965","12743","13.58","22.05","73","674.5","1","2021-11-19 07:44:19","17"
"8966","13210.1","7.08","22.05","73","676","1","2021-11-19 07:44:25","14"
"8967","13210.1","13.17","22.19","74","676","1","2021-11-19 07:44:30","17"
"8968","13289.6","1.95","22.05","73","676.5","1","2021-11-19 07:44:35","14"
"8969","13210.1","16.73","22.05","73","677.5","1","2021-11-19 07:44:41","17"
"8970","13289.6","11.69","22.05","73","669.5","1","2021-11-19 07:44:46","14"
"8971","13289.6","12.04","22.05","73","676","1","2021-11-19 07:44:52","17"
"8972","13289.6","13.25","22.05","73","676","1","2021-11-19 07:44:57","17"
"8973","13450","6.79","22.16","73","675.5","1","2021-11-19 07:45:03","14"
"8974","13450","17.74","22.05","73","676","1","2021-11-19 07:45:08","17"
"8975","13210.1","9.14","22.16","73","675.5","1","2021-11-19 07:45:13","14"
"8976","12743","2.96","22.03","72","667","1","2021-11-19 07:45:19","14"
"8977","13210.1","9.22","22.16","73","676","1","2021-11-19 07:45:24","14"
"8978","13289.6","16.8","21.92","72","676.5","1","2021-11-19 07:45:30","19"
"8979","13289.6","8","22.05","73","676","1","2021-11-19 07:45:35","14"
"8980","13210.1","4.88","22.03","72","676","1","2021-11-19 07:45:40","14"
"8981","13131.1","13.48","22.03","72","675","1","2021-11-19 07:45:46","17"
"8982","12218.9","0.42","21.92","72","667.5","1","2021-11-19 07:45:51","8"
"8983","13289.6","15.97","22.03","72","676","1","2021-11-19 07:45:57","17"
"8984","13210.1","9.49","22.03","72","676","1","2021-11-19 07:46:02","14"
"8985","14196.3","3.38","22.16","73","677.5","1","2021-11-19 07:46:08","14"
"8986","13131.1","1.45","21.92","72","677.5","1","2021-11-19 07:46:13","8"
"8987","12292.4","11.01","22.03","72","677.5","1","2021-11-19 07:46:18","14"
"8988","13289.6","11.54","21.92","72","675.5","1","2021-11-19 07:46:24","8"
"8989","13210.1","14.39","22.05","73","676","1","2021-11-19 07:46:29","17"
"8990","13210.1","6.33","22.05","73","676","1","2021-11-19 07:46:35","14"
"8991","14196.3","16.45","22.05","73","676","1","2021-11-19 07:46:40","17"
"8992","13131.1","12.14","22.05","73","678","1","2021-11-19 07:46:45","17"
"8993","13131.1","4.16","22.05","73","677.5","1","2021-11-19 07:46:51","14"
"8994","13131.1","18.47","22.05","73","677.5","1","2021-11-19 07:46:56","17"
"8995","13052.5","3.97","22.05","73","678","1","2021-11-19 07:47:02","14"
"8996","13210.1","8.96","22.05","73","676.5","1","2021-11-19 07:47:07","14"
"8997","14196.3","2.48","21.94","73","676.5","1","2021-11-19 07:47:13","8"
"8998","12974.4","12.19","22.03","72","675","1","2021-11-19 07:47:18","17"
"8999","12440.8","16.41","22.16","73","674.5","1","2021-11-19 07:47:23","17"
"9000","12974.4","4.34","22.03","72","674.5","1","2021-11-19 07:47:29","14"
"9001","13131.1","14.54","22.03","72","676.5","1","2021-11-19 07:47:34","17"
"9002","13210.1","1.3","22.03","72","676.5","1","2021-11-19 07:47:40","14"
"9003","14281.7","10.28","22.16","73","677","1","2021-11-19 07:47:45","14"
"9004","13210.1","16.68","22.05","73","677.5","1","2021-11-19 07:47:50","17"
"9005","13210.1","6.43","22.05","73","676.5","1","2021-11-19 07:47:56","14"
"9006","13289.6","7.22","22.19","74","676.5","1","2021-11-19 07:48:01","14"
"9007","13289.6","8.31","22.03","72","676","1","2021-11-19 07:48:07","14"
"9008","13210.1","1.83","22.03","72","676.5","1","2021-11-19 07:48:12","14"
"9009","13052.5","3.09","22.19","74","678","1","2021-11-19 07:48:18","14"
"9010","13131.1","18.76","22.05","73","678","1","2021-11-19 07:48:23","17"
"9011","13210.1","7.2","22.05","73","676.5","1","2021-11-19 07:48:28","14"
"9012","12292.4","5.87","22.27","73","675","1","2021-11-19 07:48:34","14"
"9013","12819.7","14.17","22.05","73","675","1","2021-11-19 07:48:39","17"
"9014","13052.5","10.55","22.19","74","675","1","2021-11-19 07:48:45","14"
"9015","13052.5","2.51","22.05","73","675","1","2021-11-19 07:48:50","14"
"9016","13131.1","18.03","22.03","72","675.5","1","2021-11-19 07:48:55","17"
"9017","12743","7.71","22.05","73","676","1","2021-11-19 07:49:01","14"
"9018","12591","0.97","22.05","73","675.5","1","2021-11-19 07:49:06","14"
"9019","13131.1","16.97","22.05","73","669","1","2021-11-19 07:49:12","17"
"9020","12819.7","10.03","22.19","74","675","1","2021-11-19 07:49:17","14"
"9021","13289.6","0.32","22.16","73","676","1","2021-11-19 07:49:23","14"
"9022","13289.6","12.04","22.05","73","676.5","1","2021-11-19 07:49:28","17"
"9023","13210.1","13.84","22.05","73","677.5","1","2021-11-19 07:49:33","17"
"9024","13210.1","16.29","22.05","73","677.5","1","2021-11-19 07:49:39","17"
"9025","13210.1","12.75","22.05","73","671","1","2021-11-19 07:49:44","17"
"9026","13289.6","7.98","22.19","74","677.5","1","2021-11-19 07:49:50","14"
"9027","13131.1","15.11","22.05","73","676.5","1","2021-11-19 07:49:55","17"
"9028","13289.6","13.11","22.05","73","677.5","1","2021-11-19 07:50:00","17"
"9029","13450","9.63","22.19","74","677.5","1","2021-11-19 07:50:06","14"
"9030","13289.6","15.13","22.05","73","676.5","1","2021-11-19 07:50:11","17"
"9031","13052.5","12.8","22.05","73","673","1","2021-11-19 07:50:17","17"
"9032","13210.1","1.57","22.19","74","678","1","2021-11-19 07:50:22","14"
"9033","13450","14.99","22.3","74","677.5","1","2021-11-19 07:50:28","17"
"9034","12974.4","6.52","22.05","73","675.5","1","2021-11-19 07:50:33","14"
"9035","12974.4","9.97","22.05","73","676.5","1","2021-11-19 07:50:38","14"
"9036","12366.4","9.64","22.19","74","676.5","1","2021-11-19 07:50:44","14"
"9037","13289.6","6.12","22.05","73","671.5","1","2021-11-19 07:50:49","14"
"9038","13210.1","12.5","22.19","74","677.5","1","2021-11-19 07:50:55","17"
"9039","12743","9.13","22.19","74","679.5","1","2021-11-19 07:51:00","14"
"9040","13210.1","3.08","22.19","74","679.5","1","2021-11-19 07:51:05","14"
"9041","13289.6","14.45","22.19","74","678","1","2021-11-19 07:51:11","17"
"9042","13289.6","9.08","22.05","73","678","1","2021-11-19 07:51:16","14"
"9043","13210.1","5.16","22.19","74","678","1","2021-11-19 07:51:22","14"
"9044","13694.3","10.04","22.19","74","676.5","1","2021-11-19 07:51:27","14"
"9045","13289.6","5.75","22.19","74","678","1","2021-11-19 07:51:33","14"
"9046","13210.1","13.64","22.19","74","678","1","2021-11-19 07:51:38","17"
"9047","13052.5","17.6","22.3","74","678.5","1","2021-11-19 07:51:43","17"
"9048","12292.4","4.25","22.05","73","679.5","1","2021-11-19 07:51:49","14"
"9049","12974.4","9.62","22.05","73","679.5","1","2021-11-19 07:51:54","14"
"9050","13289.6","18.19","22.19","74","678","1","2021-11-19 07:52:00","17"
"9051","13052.5","16.76","22.19","74","676","1","2021-11-19 07:52:05","17"
"9052","13052.5","16.37","22.05","73","676.5","1","2021-11-19 07:52:10","17"
"9053","12366.4","14.4","22.19","74","676.5","1","2021-11-19 07:52:16","17"
"9054","14281.7","13.3","22.19","74","678","1","2021-11-19 07:52:21","17"
"9055","13210.1","12.02","22.19","74","678.5","1","2021-11-19 07:52:27","17"
"9056","13210.1","17.63","22.16","73","678","1","2021-11-19 07:52:32","17"
"9057","13210.1","12.57","22.19","74","678","1","2021-11-19 07:52:38","17"
"9058","14281.7","16.96","22.19","74","678.5","1","2021-11-19 07:52:43","17"
"9059","13289.6","0.67","22.19","74","678","1","2021-11-19 07:52:48","14"
"9060","14281.7","4.37","22.19","74","671.5","1","2021-11-19 07:52:54","14"
"9061","13210.1","4.86","22.05","73","672","1","2021-11-19 07:52:59","14"
"9062","12819.7","14.42","22.19","74","680","1","2021-11-19 07:53:05","17"
"9063","13289.6","14.87","22.19","74","678","1","2021-11-19 07:53:10","17"
"9064","13210.1","17.71","22.3","74","678.5","1","2021-11-19 07:53:16","17"
"9065","13210.1","8.19","22.19","74","678","1","2021-11-19 07:53:21","14"
"9066","14196.3","4.74","22.05","73","678","1","2021-11-19 07:53:26","14"
"9067","13210.1","0.89","22.19","74","678","1","2021-11-19 07:53:32","14"
"9068","13131.1","13.64","22.19","74","677","1","2021-11-19 07:53:37","17"
"9069","13131.1","15.22","22.19","74","676.5","1","2021-11-19 07:53:43","17"
"9070","14281.7","1.99","22.19","74","671.5","1","2021-11-19 07:53:48","14"
"9071","13210.1","12.54","22.19","74","672.5","1","2021-11-19 07:53:53","17"
"9072","13131.1","3.61","22.19","74","679.5","1","2021-11-19 07:53:59","14"
"9073","13052.5","4.05","22.3","74","680","1","2021-11-19 07:54:04","14"
"9074","13052.5","8.66","22.19","74","679.5","1","2021-11-19 07:54:10","14"
"9075","13210.1","4.78","22.19","74","679.5","1","2021-11-19 07:54:15","14"
"9076","14196.3","15.89","22.19","74","678.5","1","2021-11-19 07:54:21","17"
"9077","12440.8","3.88","22.19","74","670","1","2021-11-19 07:54:26","14"
"9078","12743","12.54","22.19","74","677","1","2021-11-19 07:54:31","17"
"9079","12743","4.17","22.19","74","676.5","1","2021-11-19 07:54:37","14"
"9080","14027","13.78","22.19","74","672.5","1","2021-11-19 07:54:42","17"
"9081","13289.6","13.91","22.05","73","678","1","2021-11-19 07:54:48","17"
"9082","13289.6","12.41","22.19","74","678.5","1","2021-11-19 07:54:53","17"
"9083","13210.1","10.61","22.19","74","678.5","1","2021-11-19 07:54:58","14"
"9084","13210.1","7.83","22.19","74","678.5","1","2021-11-19 07:55:04","14"
"9085","14281.7","11.39","22.05","73","669.5","1","2021-11-19 07:55:15","14"
"9086","14027","4.28","22.16","73","670","1","2021-11-19 07:55:20","14"
"9087","13210.1","6.75","22.16","73","676.5","1","2021-11-19 07:55:26","14"
"9088","12218.9","11.57","22.16","73","677.5","1","2021-11-19 07:55:31","14"
"9089","12974.4","15.51","22.27","73","678.5","1","2021-11-19 07:55:37","17"
"9090","13210.1","11.88","22.3","74","678","1","2021-11-19 07:55:42","14"
"9091","13210.1","10.91","22.19","74","678","1","2021-11-19 07:55:48","14"
"9092","13210.1","14.03","22.19","74","678","1","2021-11-19 07:55:53","17"
"9093","11716.3","15.66","22.3","74","679.5","1","2021-11-19 07:55:58","17"
"9094","13289.6","11.86","22.19","74","678","1","2021-11-19 07:56:04","14"
"9095","13210.1","15.53","22.3","74","678","1","2021-11-19 07:56:09","17"
"9096","13289.6","14.32","22.3","74","678.5","1","2021-11-19 07:56:15","17"
"9097","13289.6","0.94","22.19","74","679","1","2021-11-19 07:56:20","14"
"9098","13369.6","18.5","22.3","74","679","1","2021-11-19 07:56:25","17"
"9099","12743","8.85","22.3","74","680","1","2021-11-19 07:56:31","14"
"9100","12591","1.01","22.16","73","679.5","1","2021-11-19 07:56:36","14"
"9101","13210.1","4.54","22.19","74","673","1","2021-11-19 07:56:42","14"
"9102","13210.1","18.86","22.27","73","679","1","2021-11-19 07:56:47","17"
"9103","13210.1","14.8","22.38","73","678.5","1","2021-11-19 07:56:53","17"
"9104","14196.3","12.46","22.27","73","673","1","2021-11-19 07:56:58","17"
"9105","13289.6","16.21","22.27","73","678.5","1","2021-11-19 07:57:03","17"
"9106","13131.1","17.49","22.16","73","677.5","1","2021-11-19 07:57:09","17"
"9107","13210.1","7.07","22.16","73","678.5","1","2021-11-19 07:57:14","14"
"9108","13289.6","14.63","22.27","73","679.5","1","2021-11-19 07:57:20","17"
"9109","13210.1","14.35","22.27","73","672","1","2021-11-19 07:57:25","17"
"9110","13289.6","15.71","22.16","73","679","1","2021-11-19 07:57:30","17"
"9111","13289.6","18.95","22.16","73","679","1","2021-11-19 07:57:36","17"
"9112","12440.8","8.59","22.16","73","677","1","2021-11-19 07:57:41","14"
"9113","13131.1","2.2","22.16","73","677.5","1","2021-11-19 07:57:47","14"
"9114","13289.6","11.65","22.41","74","678","1","2021-11-19 07:57:52","14"
"9115","12743","3.9","22.19","74","673.5","1","2021-11-19 07:57:58","14"
"9116","13131.1","13.64","22.3","74","680","1","2021-11-19 07:58:03","17"
"9117","13131.1","2.86","22.27","73","680.5","1","2021-11-19 07:58:08","14"
